-7.647,111.062
-7.557,110.897
-7.527,110.732
-7.542,110.410
-7.550,110.043
-7.670,109.690
-7.812,109.428
-7.947,109.233
-8.045,109.105
-8.195,109.016
-8.352,108.971
-8.509,108.986
-8.659,109.023
-8.764,109.165
-8.854,109.353
-8.907,109.503
-8.989,109.803
-9.027,110.088
-9.094,110.335
-9.139,110.478
-9.072,110.710
-8.974,110.920
-8.907,111.160
-8.854,111.340
-8.914,111.505
-8.907,111.737
-8.892,111.827
-8.764,112.022
-8.734,112.164
-8.689,112.277
-8.592,112.344
-8.464,112.202
-8.337,112.104
-8.225,111.970
-8.090,112.007
-8.000,112.157
-7.895,112.119
-7.842,111.970
-7.857,111.737
-7.745,111.310
-7.647,111.047
-7.647,111.062
