-7.700,111.199
-7.613,110.963
-7.550,110.677
-7.550,110.417
-7.563,110.193
-7.563,110.019
-7.600,109.820
-7.700,109.597
-7.786,109.448
-7.911,109.299
-8.072,109.087
-8.283,109.000
-8.507,108.988
-8.631,109.075
-8.718,109.149
-8.842,109.299
-8.954,109.597
-9.029,110.007
-9.091,110.392
-9.091,110.653
-9.041,110.963
-9.004,111.087
-8.892,111.336
-8.855,111.659
-8.793,111.845
-8.681,112.044
-8.606,112.118
-8.408,112.118
-8.358,112.044
-8.109,112.106
-7.948,112.156
-7.873,112.007
-7.824,111.833
-7.811,111.547
-7.687,111.199
-7.700,111.199
